#MaxRadius:0.89998	MaxHeight:173.21	MaxLength:173.21
16086
0.71447	55.324	3.1765
0.7838	56.765	3.5578
0.60473	58.151	3.5426
0.66213	59.391	3.2989
0.72213	60.699	3.7443
0.60487	62.004	3.45
0.7867	63.393	3.4413
0.73574	64.929	3.4126
0.68337	66.555	3.1672
0.62207	67.815	2.8342
0.65175	69.085	2.9004
0.80048	70.466	3.34
0.7956	72.026	3.658
0.73148	73.45	3.1124
0.7496	74.925	3.223
0.67069	76.344	3.1965
0.67954	77.629	3.6067
0.59776	78.895	3.4979
0.75491	80.233	3.3208
0.72075	81.704	3.2754
0.6933	83.01	3.8061
0.71673	84.409	3.6866
0.6737	85.825	3.4314
0.64388	87.143	3.4798
0.8435	88.627	3.4455
0.66124	90.127	3.4031
0.84715	91.595	3.7323
0.63764	93.027	3.3671
0.69339	94.35	3.3748
0.62242	95.651	3.5518
0.85348	97.111	3.3698
0.68632	98.63	3.57
0.81668	100.11	3.3418
0.6401	101.55	3.2699
0.61418	102.8	3.1607
0.61269	104.01	3.0243
0.63551	105.25	3.0476
0.62216	106.5	3.0943
0.74014	107.84	3.2981
0.64626	109.12	3.7899
0.72476	110.17	2.91
0.58654	111.45	3.1708
0.75545	112.99	3.4232
0.71628	114.45	3.3063
0.66989	115.76	3.7183
0.68117	117.11	3.7617
0.74683	118.48	3.4012
0.79099	119.99	3.1642
0.62496	121.36	3.5081
0.64126	122.62	3.4041
0.68115	123.94	3.3495
0.74489	125.36	3.4325
0.72693	126.83	3.3345
0.69794	128.25	3.3344
0.76618	129.71	3.2805
0.62538	131.23	3.1195
0.76343	132.62	3.2188
0.67079	134.17	3.0634
0.76442	135	4.2275
0.72054	136.88	3.3447
0.75303	138.35	3.3391
0.75409	139.85	3.4313
0.63585	141.19	3.1128
0.54058	142.36	3.2552
0.69528	143.55	3.5523
0.70497	144.94	3.3908
0.73011	146.36	3.3106
0.8174	147.9	3.3841
0.72253	149.43	3.3094
0.76382	150.91	3.2376
0.77767	152.44	3.1149
0.63379	153.85	3.1323
0.78398	155.25	3.309
0.71498	156.91	3.1094
0.73442	158.61	3.4705
0.81263	160.15	3.4363
0.72033	161.68	3.4667
0.60687	163.04	3.463
0.75834	164.4	3.4433
0.71667	165.88	3.4229
0.63489	167.2	3.6837
0.7596	168.51	3.2047
0.76275	170.03	3.157
0.718	171.58	3.357
0.75335	173.04	3.2772
0.79462	0.8017	4.9717
0.77036	2.3583	4.6093
0.59126	3.7167	4.6539
0.7401	4.9553	5.1301
0.7249	6.3851	4.8318
0.59444	7.6345	4.4136
0.66634	8.8605	4.6975
0.73553	10.187	5.1403
0.71113	11.545	4.6499
0.70618	13.758	4.9223
0.70686	15.154	4.7378
0.59771	16.457	4.7085
0.70311	17.658	5.2037
0.73911	19.005	4.6985
0.58305	20.305	4.4696
0.66084	22.06	4.6336
0.71674	23.381	4.279
0.76922	24.824	4.6064
0.68587	26.266	4.4598
0.76595	27.711	4.4541
0.69978	29.173	4.4814
0.73433	30.596	4.5943
0.63166	31.962	4.5617
0.71811	33.622	4.5131
0.60787	34.903	4.8355
0.62407	36.384	4.7288
0.62223	37.63	4.752
0.78349	39.005	4.4273
0.64104	40.427	4.3862
0.7212	41.74	4.7374
0.73602	43.161	4.4156
0.69105	44.586	4.3784
0.65488	46.2	4.473
0.68198	47.514	4.6956
0.6726	48.867	4.8444
0.79733	50.428	4.7304
0.78509	52.18	4.4891
0.78827	53.718	5.2445
0.64854	54.923	4.4732
0.61122	56.12	4.8583
0.73354	57.461	4.8962
0.78027	58.953	4.671
0.66371	60.334	5.0733
0.7815	61.755	4.8112
0.71625	63.245	4.9292
0.73647	64.692	4.861
0.61726	65.934	4.3087
0.54031	67.09	4.2639
0.73797	68.352	4.0783
0.85405	69.749	4.8284
0.63949	71.242	4.8576
0.62081	72.604	4.9459
0.69218	73.83	4.4831
0.65713	75.17	4.6056
0.77107	76.594	4.6149
0.7577	78.077	4.971
0.76584	79.566	4.6789
0.72327	81.043	4.5557
0.75931	82.406	5.1234
0.73617	83.9	5.0475
0.63602	85.277	4.7113
0.74664	86.654	4.7773
0.5932	87.989	4.7289
0.69887	89.707	4.6965
0.63561	91.053	5.1067
0.81668	92.489	5.3102
0.61817	93.661	4.4876
0.64134	94.916	4.5783
0.80582	96.34	4.8279
0.72302	97.865	4.7522
0.67749	99.266	4.7751
0.6786	100.63	4.7405
0.78714	102.31	4.4735
0.81785	103.91	4.4429
0.68708	105.41	4.3559
0.76466	106.85	4.4337
0.70863	108.24	4.9161
0.68568	109.63	5.0156
0.67041	110.71	4.195
0.59127	111.96	4.2766
0.74645	113.49	4.8301
0.71543	114.95	4.8405
0.72094	116.38	4.958
0.67708	118.03	4.7553
0.69634	119.38	4.519
0.59472	120.67	4.5187
0.6896	122.03	4.6247
0.58128	123.29	4.4279
0.69686	124.55	4.619
0.62193	125.5	5.5208
0.62237	126.26	4.5462
0.67307	127.55	4.5316
0.72398	128.95	4.562
0.78973	130.74	4.4395
0.7577	132.26	4.6964
0.65033	133.59	4.2465
0.67684	135.13	5.6585
0.70176	136.29	4.9024
0.66445	137.59	4.5302
0.73305	138.97	4.6866
0.69085	140.39	4.7686
0.63629	141.63	4.3033
0.78801	142.92	4.8875
0.67215	144.35	4.6538
0.67979	145.69	4.5505
0.71895	147.08	4.6746
0.69786	148.48	4.7751
0.66048	149.83	4.6337
0.65502	151.14	4.633
0.54992	152.32	4.4311
0.73912	153.6	4.4808
0.63258	154.95	4.686
0.68877	156.23	4.4061
0.7539	157.65	4.5859
0.78923	159.15	4.8927
0.84071	160.78	4.9529
0.61173	162.2	4.6918
0.7766	163.58	4.7342
0.68902	165.04	4.7566
0.66356	166.39	4.6979
0.67167	167.99	4.722
0.67493	169.3	4.3938
0.7628	170.76	4.5795
0.64371	172.35	4.4816
0.62388	0.72638	6.413
0.6219	1.8634	5.9069
0.70962	3.1908	5.8419
0.75088	4.4716	6.5387
0.76096	5.9532	6.2496
0.70453	7.1713	7.0574
0.65233	7.4222	5.7277
0.6402	8.6832	5.984
0.72564	11.318	6.0619
0.63405	12.564	5.5251
0.76996	13.665	6.392
0.72784	15.82	6.002
0.65129	17.121	6.4414
0.62533	18.644	6.0931
0.80445	20.049	5.8315
0.70191	21.553	5.8886
0.69657	22.933	5.6714
0.72053	24.309	5.9991
0.62803	25.633	5.7459
0.67061	26.928	5.6547
0.79239	28.484	5.7997
0.6542	29.928	5.8061
0.64234	31.4	5.7043
0.68286	32.753	5.6071
0.71777	34.12	5.9023
0.64302	35.677	5.8117
0.6676	36.986	5.8691
0.80292	38.454	5.9123
0.6763	39.892	5.5855
0.58137	41.114	5.8767
0.6316	42.644	5.7337
0.69514	43.956	5.6087
0.72389	45.368	5.5639
0.6849	46.749	5.822
0.60287	48.077	5.8459
0.73606	49.35	6.2497
0.77682	50.86	6.2339
0.81969	52.447	6.2151
0.7597	53.918	6.779
0.76475	55.136	5.8682
0.75502	56.628	6.1256
0.75706	58.133	6.2191
0.80401	59.682	6.3843
0.68426	61.146	6.1402
0.6469	62.472	6.0456
0.80197	63.898	6.2951
0.80787	65.507	6.167
0.60864	66.628	5.3115
0.60428	67.836	5.3139
0.73264	68.819	6.2136
0.65238	70.668	6.0131
0.67025	71.982	6.0727
0.65525	73.299	6.0135
0.6245	74.535	5.7158
0.62013	75.773	5.7311
0.69969	77.061	6.0092
0.54621	78.257	6.3565
0.75284	79.545	6.1866
0.73231	81.11	6.0084
0.54386	83.128	6.2005
0.74315	84.328	6.6522
0.82197	85.776	6.0728
0.73661	87.333	6.0947
0.74257	88.779	5.8018
0.73467	90.203	6.1741
0.63289	91.548	6.4107
0.58832	92.95	6.6365
0.68237	93.924	5.7613
0.66833	95.272	5.8324
0.64759	97.092	6.0673
0.73928	98.475	6.0778
0.76792	99.978	6.0317
0.84166	101.58	5.9225
0.79844	103.22	5.8972
0.62479	104.62	5.691
0.73537	105.98	5.6521
0.6317	107.33	5.8938
0.65395	108.88	6.1262
0.7853	110.31	6.3108
0.64318	111.35	5.3404
0.68339	112.55	5.8967
0.77279	114.1	6.2191
0.69977	115.56	6.1158
0.70669	117.16	6.1472
0.67164	118.53	6.0089
0.76722	119.95	5.8599
0.75543	121.47	5.9479
0.76176	122.97	5.732
0.72884	124.37	6.2336
0.77229	125.9	6.8505
0.67067	126.87	5.6864
0.78112	128.3	5.9178
0.58377	129.86	5.4871
0.59557	131	5.7988
0.6456	132.2	6.0952
0.73508	133.72	5.6252
0.70503	134.46	6.8624
0.73547	136.37	6.3296
0.77637	137.84	5.9483
0.72071	139.32	6.0969
0.73144	140.77	6.1339
0.68161	142.18	6.1512
0.66875	143.72	6.1026
0.68063	145.03	5.818
0.612	146.32	5.7619
0.70852	147.72	5.952
0.66862	149.25	5.8999
0.66072	150.56	5.8086
0.64113	151.64	6.5394
0.74452	152.7	5.6633
0.77715	154.2	5.8756
0.78592	155.8	5.8165
0.72137	157.29	6.0068
0.62142	158.73	6.2364
0.72276	160.07	6.3481
0.74254	161.59	6.2941
0.66311	162.97	6.0385
0.73959	164.38	6.0196
0.67984	165.78	5.9069
0.67387	167.13	5.8059
0.68162	168.44	6.1041
0.73198	169.79	5.7065
0.66869	171.73	5.6312
0.58675	172.98	5.5805
0.62865	0.63606	7.6613
0.65588	1.8257	7.1806
0.73151	3.2025	7.3339
0.72854	4.4902	8.0152
0.70439	5.8896	7.712
0.62467	7.5845	8.3142
0.76534	8.604	7.3807
0.77295	9.936	6.6257
0.61957	11.096	7.3858
0.69167	12.352	7.0221
0.6076	14.908	6.9713
0.77648	16.178	7.5106
0.65887	18.026	7.3799
0.72948	19.398	7.218
0.74217	20.861	7.1456
0.66864	22.264	7.0588
0.70204	23.618	7.2394
0.69558	25.01	7.2255
0.71047	26.378	6.9191
0.81746	27.861	7.275
0.68425	29.335	7.0029
0.67515	30.749	6.8492
0.64443	32.117	6.7651
0.84108	33.482	7.3382
0.67479	34.958	7.0106
0.62777	36.255	6.9382
0.68897	37.556	7.0977
0.54858	39.139	7.075
0.66919	40.335	6.8526
0.6909	41.939	6.8434
0.62243	43.315	6.7932
0.73848	44.675	6.8454
0.6924	46.09	7.0292
0.69326	47.474	6.9896
0.62786	48.707	7.4517
0.75842	50.085	7.5503
0.78935	51.629	7.5946
0.65548	53.042	7.8891
0.63063	54.403	8.0783
0.81802	55.666	7.3693
0.81489	57.289	7.545
0.64089	58.738	7.4724
0.77864	60.478	7.7509
0.73957	61.93	7.3162
0.75165	63.313	7.855
0.77409	64.807	7.5772
0.71717	66.353	7.4339
0.63114	67.214	6.3976
0.81371	68.062	7.5615
0.67552	69.912	7.0944
0.68829	71.267	7.2239
0.76242	72.714	7.3026
0.69085	74.22	6.9925
0.71497	76.079	7.0259
0.71693	77.467	7.3631
0.67788	78.854	7.4308
0.70786	80.479	7.3022
0.66023	81.841	7.193
0.66121	83.143	7.4012
0.62219	84.268	8.0139
0.65018	85.432	7.5028
0.57024	86.607	7.1791
0.66127	87.778	7.5477
0.76388	89.169	7.2562
0.7164	90.615	7.5608
0.78196	92.1	7.7114
0.73274	93.609	7.7809
0.65565	94.775	7.0461
0.70469	96.132	7.015
0.7815	97.677	7.3707
0.66158	99.234	7.2525
0.76128	100.8	7.3178
0.64971	102.21	7.2702
0.61579	103.51	7.2762
0.68164	104.77	6.9858
0.8598	106.29	7.212
0.76667	107.91	7.1633
0.71086	109.36	7.4531
0.58344	110.64	7.6357
0.66654	111.64	6.8886
0.7414	112.99	7.2478
0.63171	114.96	7.3249
0.74683	116.33	7.3364
0.63124	117.79	7.3273
0.75506	119.17	7.2803
0.72064	120.64	7.1709
0.64492	122.03	7.2258
0.64296	123.3	7.0938
0.81816	124.6	7.7602
0.7573	126.18	8.3488
0.63354	127.3	6.9156
0.6496	128.51	7.3324
0.75103	129.8	6.8093
0.74062	131.26	7.1078
0.57723	133.18	6.8217
0.64566	133.85	8.0672
0.68163	135.66	7.55
0.75948	137.1	7.6311
0.70195	138.51	7.2625
0.8141	140.01	7.4706
0.74316	141.56	7.4279
0.7056	142.99	7.271
0.69713	144.39	7.2864
0.74711	145.81	7.013
0.79566	147.29	7.3957
0.6539	148.71	7.1001
0.64235	149.99	6.9762
0.60731	151.05	7.6375
0.71234	152.36	7.6754
0.68442	153.68	7.2361
0.67522	155.03	7.0658
0.75475	156.45	7.2096
0.72052	157.92	7.2997
0.64036	159.48	7.5776
0.69674	160.82	7.5528
0.68343	162.2	7.5701
0.76248	163.62	7.3097
0.68927	165.07	7.2947
0.81803	166.57	7.1849
0.60476	167.98	7.3015
0.59141	169.38	6.9644
0.81348	170.85	6.815
0.85384	172.5	6.9389
0.78545	0.90142	9.0494
0.7135	2.2807	8.4682
0.77687	3.5713	9.2067
0.72518	5.0593	9.348
0.71373	6.4501	9.0133
0.58296	7.6419	9.5128
0.78174	8.861	8.9008
0.80802	10.425	8.6423
0.78172	12	8.4498
0.699	13.388	7.9445
0.63142	14.689	8.1864
0.78876	17.282	8.6161
0.71539	18.784	8.5238
0.7277	20.224	8.4623
0.73998	21.694	8.367
0.78899	23.192	8.6652
0.66416	24.635	8.5322
0.67384	25.935	8.2297
0.77965	27.283	8.7541
0.66434	28.765	8.4479
0.77824	30.184	8.1878
0.6108	31.533	7.8656
0.67617	32.606	8.5766
0.58646	34.485	8.3492
0.67277	35.721	8.1194
0.69363	37.058	8.3871
0.74536	38.479	8.1853
0.60433	39.811	8.0124
0.71845	41.127	7.9872
0.6227	42.464	8.0448
0.77211	43.853	8.1028
0.6659	45.29	8.1269
0.80887	46.822	8.3372
0.63383	48.233	8.619
0.64609	49.496	8.8166
0.61626	50.797	8.7263
0.6055	52.218	8.8515
0.81399	53.574	9.2582
0.6258	55.157	9.0805
0.76766	56.54	8.9342
0.65402	57.959	8.8548
0.71604	59.318	8.6885
0.75192	60.605	9.3859
0.73143	61.954	8.7769
0.54201	63.204	9.1404
0.67342	64.404	8.9656
0.68608	65.734	8.6924
0.6333	67.047	8.5904
0.65468	68.174	9.2082
0.7811	69.385	8.4418
0.6958	70.855	8.542
0.77511	72.304	8.7831
0.6605	73.702	8.3228
0.76366	75.114	8.1372
0.71581	76.556	8.4647
0.65592	78.143	8.5564
0.72543	79.728	8.5208
0.73057	81.183	8.5524
0.76889	82.667	8.7448
0.61709	83.971	9.2145
0.68254	85.285	8.8262
0.77193	86.702	8.511
0.59704	88.044	8.7752
0.70945	89.683	8.6357
0.77546	91.133	8.9582
0.80614	92.847	9.1103
0.58648	94.147	9.6096
0.80853	94.977	8.4901
0.76254	96.546	8.4204
0.72674	98.363	8.7129
0.79122	99.872	8.5553
0.70579	101.48	8.6165
0.71937	102.89	8.4544
0.74432	104.35	8.3458
0.62733	105.7	8.5751
0.64105	106.96	8.5476
0.84066	108.43	8.6854
0.69895	109.96	8.7231
0.59475	111.28	8.6163
0.66147	112.54	8.5735
0.82173	114.01	8.4236
0.64153	115.52	8.4652
0.7121	116.86	8.6869
0.81744	118.39	8.6426
0.75557	119.95	8.7769
0.70993	121.36	8.3991
0.75423	122.82	8.4031
0.7013	124.66	9.2722
0.62231	125.91	9.6956
0.70829	127.21	9.4184
0.61578	127.54	8.1404
0.7239	128.88	8.6513
0.73929	130.28	8.212
0.73577	132.48	7.9297
0.66921	133.03	9.2245
0.75488	135.02	8.8311
0.61193	136.38	8.9486
0.65834	137.65	8.9309
0.72245	138.98	8.6058
0.73459	140.38	8.9958
0.77507	141.88	8.9072
0.73923	143.38	8.6602
0.78476	145.3	8.4521
0.67119	146.75	8.7524
0.71408	148.4	8.4267
0.78622	149.9	8.4195
0.66303	151.56	8.7939
0.63	152.85	8.9212
0.68275	154.1	8.5348
0.75822	155.53	8.4048
0.73064	157.01	8.5818
0.81464	158.55	8.6918
0.8122	160.16	8.9056
0.60127	161.54	8.6658
0.75323	162.89	8.8234
0.80117	164.43	8.6411
0.73196	165.96	8.6064
0.74651	167.43	8.5311
0.59132	168.73	8.2312
0.71196	170.03	8.0923
0.79927	171.52	8.2695
0.69135	173.01	8.3992
0.77514	0.77137	10.602
0.79751	2.2045	9.9754
0.62613	4.2558	10.432
0.62392	5.6674	10.547
0.67626	6.9622	10.568
0.72272	8.609	10.377
0.70657	10.003	10.094
0.77304	11.467	9.9066
0.87968	13.103	9.6853
0.59012	14.54	9.3973
0.74082	15.801	8.9794
0.75141	16.733	10.137
0.73218	18.18	9.8353
0.69467	19.595	9.7317
0.61199	20.892	9.6216
0.66834	22.164	9.6911
0.67099	24.248	9.8088
0.75561	25.663	9.6326
0.64129	26.966	10.133
0.70594	28.368	9.7585
0.63809	29.689	9.5124
0.75051	31.323	9.2008
0.74577	32.54	10.064
0.64748	33.709	9.3073
0.58535	35.212	9.265
0.73392	36.461	9.682
0.75992	37.948	9.5887
0.71571	39.429	9.2897
0.50257	40.627	9.0976
0.71826	41.838	9.2282
0.75024	43.277	9.5079
0.64125	44.645	9.2686
0.69267	45.944	9.5467
0.67515	47.294	9.7436
0.71379	48.672	9.8908
0.72973	50.258	9.9584
0.7969	51.807	10.187
0.69081	53.193	10.721
0.83217	54.691	10.46
0.6993	56.217	10.361
0.66704	57.561	10.114
0.73917	59.317	10.135
0.70645	61.164	10.73
0.70975	62.438	10.125
0.64293	63.756	10.41
0.69801	65.07	10.162
0.79446	66.539	9.923
0.76269	67.928	10.601
0.83089	69.414	10.043
0.75304	70.998	9.9808
0.57039	72.262	10.369
0.58319	73.24	9.7648
0.69346	74.469	9.4361
0.79644	75.902	9.8255
0.72996	77.422	9.7368
0.74969	78.9	9.7394
0.64392	80.303	9.7578
0.78559	81.712	9.9693
0.59414	83.086	10.038
0.58639	84.863	10.019
0.56135	85.997	10.187
0.77138	87.303	9.9254
0.79595	88.867	9.8959
0.63561	90.286	10.087
0.74472	91.854	10.294
0.69772	93.273	10.549
0.57884	94.538	10.707
0.61954	95.374	9.8563
0.76204	96.748	9.9286
0.67493	98.168	10.1
0.72571	99.561	10.034
0.64913	100.92	9.8485
0.66862	102.31	9.7069
0.58525	103.66	9.511
0.70361	104.94	9.6664
0.79447	106.42	9.8728
0.6768	107.89	10.102
0.73981	109.3	9.9944
0.65801	110.82	9.7757
0.70899	112.18	9.8933
0.62026	113.5	9.7715
0.77505	114.89	9.7453
0.69959	116.34	9.9889
0.66288	117.7	9.9536
0.74595	119.11	10.028
0.61034	120.46	10.042
0.7424	121.78	9.7778
0.60259	123.41	9.6253
0.80518	124.39	10.751
0.73567	125.9	11.047
0.67514	127.29	10.798
0.71628	128.49	10.033
0.67436	129.93	9.5761
0.83619	131.52	9.1701
0.70483	132.27	10.514
0.80203	134.18	10.132
0.77867	135.76	10.193
0.8067	137.34	10.355
0.77494	138.9	10.099
0.62304	140.27	10.348
0.61769	141.51	10.248
0.75624	142.87	10.074
0.71716	144.42	9.6648
0.7505	145.87	9.8707
0.67419	147.75	9.6473
0.7025	149.12	9.6913
0.75079	150.57	9.7995
0.8383	152.11	10.189
0.67444	153.6	9.9786
0.6364	154.86	9.6128
0.64194	156.16	9.6559
0.58923	157.63	9.7488
0.73686	159.07	10.148
0.7349	160.52	10.407
0.73825	161.91	9.9477
0.78243	163.74	10.094
0.76624	165.28	9.9498
0.70476	166.74	9.8056
0.69421	168.14	9.7851
0.65123	169.39	9.286
0.77585	170.77	9.6499
0.67883	172.22	9.5614
0.6789	0.70408	12.062
0.71754	1.9745	11.474
0.58314	3.17	10.962
0.72831	4.8743	11.636
0.6518	6.2532	11.69
0.70604	7.8804	11.595
0.67042	9.3799	11.529
0.75248	10.832	11.292
0.69419	12.32	11.098
0.73194	13.744	11.159
0.7243	15.084	10.592
0.7769	16.219	11.571
0.78541	17.754	11.285
0.54671	18.997	10.815
0.62032	20.415	10.757
0.62222	21.711	10.897
