#MaxRadius:0.89956	MaxHeight:346.41	MaxLength:57.735
10848
0.67771	9.3498	3.5279
0.83515	10.843	3.3774
0.64769	12.32	3.3726
0.61921	13.575	3.2742
0.67199	14.927	3.1872
0.56865	16.309	3.0922
0.61474	17.738	3.1567
0.64854	19.188	3.229
0.84098	20.67	3.3606
0.7347	22.233	3.2847
0.75111	23.709	3.135
0.69298	25.759	3.7296
0.84548	27.181	3.1513
0.68744	28.908	3.1372
0.73958	30.304	3.4345
0.64823	31.846	3.1168
0.65733	33.135	3.2626
0.69533	34.533	3.2937
0.69308	35.9	3.1239
0.60962	37.176	2.893
0.5951	38.344	2.6566
0.78103	39.549	3.2861
0.65873	41.469	3.2905
0.78929	42.915	3.227
0.69707	44.39	3.1583
0.70779	45.752	3.4567
0.72908	47.177	3.4983
0.6503	48.495	3.1407
0.66931	49.809	3.2299
0.77454	51.23	3.4774
0.71506	52.675	3.1918
0.75306	54.119	3.4205
0.70703	55.546	3.5442
0.66631	56.867	3.2959
0.60545	0.60586	4.8764
0.64856	1.7723	4.4191
0.73142	3.6979	5.4567
0.62872	4.5154	4.3498
0.6729	5.8065	4.4982
0.69306	7.3105	4.583
0.69898	8.6895	4.7113
0.69446	10.082	4.6856
0.67613	11.743	4.5613
0.65438	13.053	4.4549
0.59088	14.266	4.2563
0.78618	15.607	4.462
0.66833	17.015	4.1966
0.61972	18.286	4.2463
0.79905	19.636	4.5988
0.68951	21.748	4.6203
0.64233	23.05	4.3593
0.80277	24.468	4.4805
0.68888	25.795	5.1036
0.77988	27.193	4.7618
0.75288	28.683	4.5467
0.71491	30.084	4.8853
0.7785	31.489	4.473
0.68822	32.94	4.5722
0.60104	34.211	4.535
0.71497	35.505	4.4647
0.67472	36.83	4.1196
0.74435	38.221	3.9828
0.61847	40.364	4.3932
0.54403	41.497	4.4745
0.59631	42.603	4.5581
0.62531	43.782	4.3301
0.70771	45.042	4.6702
0.68651	46.412	4.6871
0.62198	47.698	4.7356
0.77866	49.044	4.4512
0.59127	50.389	4.5349
0.758	51.659	4.9384
0.79833	53.153	4.6069
0.58695	54.784	4.5831
0.62942	56.006	4.7793
0.61714	57.221	4.529
0.78655	0.81902	6.222
0.72313	2.267	5.6784
0.56308	3.0986	6.6334
0.6739	5.0737	5.6895
0.74544	6.4845	5.7419
0.67518	7.8997	5.8165
0.73444	9.4196	5.934
0.75463	11.027	5.7805
0.73087	12.511	5.7287
0.70423	13.923	5.4975
0.74002	15.366	5.9555
0.63315	16.633	5.4313
0.76778	18.02	5.6003
0.83738	19.581	6.2083
0.5859	20.749	5.4034
0.64132	21.626	6.2466
0.75074	22.906	5.723
0.89762	24.65	6.1725
0.70001	26.69	6.1459
0.77319	28.152	5.9748
0.62269	29.539	6.0955
0.64147	30.835	6.0074
0.7484	32.223	5.7924
0.75826	33.718	5.7855
0.66905	35.129	5.7834
0.77498	36.543	5.53
0.77288	38.107	5.4784
0.74072	39.612	5.4994
0.68287	41.242	5.6559
0.70319	42.94	5.787
0.67618	44.309	5.8314
0.70132	45.679	5.9192
0.70829	47.085	5.9072
0.61261	48.447	5.7062
0.78564	49.842	5.7893
0.67466	51.209	6.2762
0.76227	52.806	6.1188
0.65674	54.138	5.639
0.58625	55.356	5.7948
0.69837	56.627	5.9402
0.71095	0.72972	7.6949
0.67073	1.9652	7.1057
0.7054	4.2543	7.1027
0.74634	5.6763	6.9782
0.81177	7.2124	7.1158
0.78071	8.7838	7.2912
0.78582	10.335	7.1358
0.59985	11.717	6.9878
0.593	12.938	6.9715
0.72283	14.243	6.881
0.64051	15.527	7.3168
0.80995	16.887	6.8384
0.6433	18.329	6.9692
0.61714	19.394	7.6387
0.75643	20.719	7.305
0.56962	22.027	7.3807
0.77449	23.33	7.168
0.69247	24.651	7.7598
0.74176	26.025	7.4192
0.73686	27.484	7.3235
0.69246	28.894	7.2353
0.66466	30.238	7.1691
0.75676	31.643	7.1414
0.74644	33.129	7.1488
0.59393	34.51	6.8809
0.70298	35.893	6.9065
0.79458	37.378	6.8445
0.74786	38.903	6.791
0.73122	40.372	6.7532
0.73019	41.993	6.8427
0.68063	43.605	6.9845
0.59195	44.876	6.9601
0.59916	46.382	7.0046
0.69567	47.703	7.1611
0.58885	48.928	6.798
0.83542	50.215	7.3979
0.78431	52.043	7.4512
0.70337	53.484	7.7749
0.62456	54.435	6.8614
0.69888	55.744	7.0096
0.61486	57.039	7.1804
0.63396	0.75694	9.0219
0.59533	1.8455	8.4286
0.73531	3.0731	7.9229
0.64743	4.3169	8.4465
0.62517	5.5488	8.3344
0.66354	6.7911	8.5088
0.65418	8.0982	8.5345
0.74302	9.6912	8.5097
0.74984	11.173	8.4032
0.59329	12.457	8.0451
0.70203	13.739	8.2045
0.63477	15.039	8.4834
0.62243	16.278	8.3243
0.78178	17.667	8.2126
0.62511	18.937	8.7768
0.68866	20.221	8.6501
0.69052	21.582	8.5458
0.75815	23.014	8.6488
0.61228	24.319	9.0086
0.68238	25.577	8.7698
0.6986	26.939	8.6451
0.67522	28.292	8.4626
0.69446	29.65	8.3884
0.69643	31.024	8.4159
0.59733	32.39	8.2634
0.67307	34.161	8.0957
0.66462	35.48	8.1974
0.67811	36.814	8.1756
0.74646	38.236	8.1208
0.71166	39.683	8.0146
0.73647	41.12	8.0022
0.80985	42.731	8.1859
0.69241	44.228	8.1916
0.68653	45.59	8.0147
0.56698	46.838	8.0684
0.76842	48.794	8.1348
0.63656	49.997	8.8447
0.59417	51.163	8.4914
0.62778	52.551	8.7569
0.75076	53.854	9.1724
0.73076	54.872	8.1271
0.74288	56.32	8.3223
0.70996	0.66941	10.351
0.68433	1.9509	9.7105
0.71623	3.2955	9.3403
0.638	4.6	9.6807
0.58728	5.8261	9.5133
0.64101	7.4118	9.6237
0.81125	8.8404	9.7905
0.73608	10.368	9.9295
0.63818	11.704	9.6669
0.63051	12.86	9.1937
0.84503	14.227	9.7057
0.54127	15.588	9.5203
0.80892	16.922	9.5966
0.6636	18.354	9.8956
0.62172	19.627	9.9978
0.76201	20.997	9.8634
0.68378	22.424	9.9469
0.6432	23.725	10.099
0.59512	25.06	9.9502
0.70264	26.348	9.9155
0.61399	27.643	9.7462
0.77719	29.017	9.7041
0.65386	30.42	9.5989
0.69245	31.919	9.4553
0.73913	33.318	9.2184
0.68864	34.736	9.3204
0.67093	36.16	9.3361
0.68115	37.504	9.3339
0.72235	39.262	9.3729
0.50519	40.445	9.0444
0.78464	41.696	9.3845
0.66345	43.447	9.4697
0.77169	44.879	9.4855
0.6935	46.292	9.1954
0.69566	47.648	9.0251
0.70281	48.902	9.5975
0.70132	50.178	10.159
0.78492	51.602	9.7899
0.62764	52.944	10.189
0.77662	55.382	9.537
0.77265	56.919	9.6958
0.58352	0.62578	11.645
0.78954	1.9098	11.172
0.85858	3.5316	10.879
0.73704	5.1148	10.932
0.72178	6.5135	10.626
0.62365	7.8334	10.797
0.74304	9.0707	11.317
0.7058	10.487	11.363
0.72558	11.84	11.003
0.69051	13.224	10.855
0.69883	14.55	11.204
0.8096	16.002	10.916
0.74651	17.534	11.012
0.67278	18.936	11.092
0.72026	20.307	11.153
0.76965	21.787	11.237
0.63042	23.183	11.251
0.75382	24.562	11.195
0.6122	25.915	11.152
0.73887	27.252	11.037
0.69787	28.68	11.114
0.58003	29.923	10.728
0.71408	31.239	10.666
0.63584	32.658	10.548
0.69904	33.983	10.484
0.80303	35.465	10.606
0.65109	36.907	10.521
0.7644	38.315	10.507
0.64895	39.814	10.623
0.6991	41.151	10.745
0.76125	42.605	10.615
0.70302	44.065	10.688
0.6392	46.193	10.513
0.76396	47.595	10.48
0.72019	49.04	10.999
0.58327	50.27	11.426
0.66743	51.502	11.232
0.74822	53.274	11.511
0.68484	54.302	10.517
0.82398	56.011	11.003
0.71124	57.578	11.006
0.63887	1.4286	12.531
0.8596	2.8901	12.463
0.719	4.406	12.184
0.65994	5.7622	12.158
0.74904	7.1319	11.954
0.7046	8.4163	12.587
0.66383	9.7804	12.531
0.68212	11.122	12.586
0.69883	12.457	12.267
0.78408	13.9	12.514
0.70239	15.374	12.335
0.7004	16.77	12.215
0.67395	18.231	12.233
0.63491	19.526	12.257
0.79174	20.916	12.518
0.71311	22.406	12.579
0.7102	23.809	12.436
0.66702	25.192	12.456
0.69817	26.538	12.299
0.72761	27.95	12.322
0.67203	29.334	12.3
0.74537	30.704	12.004
0.6947	32.108	11.75
0.64205	33.43	11.699
0.60787	34.672	11.754
0.73445	35.982	12.026
0.79368	37.479	11.844
0.8067	39.059	11.862
0.68208	40.513	11.955
0.7643	41.926	11.978
0.68072	43.338	11.841
0.70773	45.242	11.46
0.63372	46.557	11.725
0.76759	47.929	11.972
0.76188	49.387	12.428
0.54397	50.814	12.402
0.78899	52.137	12.534
0.7473	53.604	12.959
0.73625	54.713	11.858
0.73598	56.895	12.279
0.81048	0.8075	13.841
0.68934	2.2938	13.878
0.77324	3.7412	13.821
0.73158	5.1612	13.406
0.67428	6.5334	13.237
0.68363	7.7451	13.792
0.77324	9.1741	13.828
0.69903	10.614	13.862
0.80348	12.087	13.712
0.6766	13.533	13.918
0.68282	14.842	13.617
0.70105	16.197	13.469
0.72937	17.607	13.468
0.84274	19.814	13.704
0.6882	21.669	13.77
0.74116	23.076	13.862
0.73821	24.527	13.68
0.7192	25.977	13.597
0.64985	27.337	13.539
0.74159	28.723	13.569
0.76486	30.218	13.414
0.78574	31.66	13.934
0.63534	32.652	12.937
0.77084	34.043	12.965
0.66642	35.437	13.29
0.73413	36.821	13.222
0.77715	38.316	13.242
0.74717	39.835	13.195
0.76201	41.333	13.384
0.73013	42.832	13.15
0.76589	44.459	12.703
0.56558	45.769	12.618
0.7284	46.953	13.099
0.65767	48.305	13.339
0.73309	49.562	13.897
0.81861	51.079	13.73
0.70639	52.571	13.964
0.69845	55.003	13.24
0.74821	56.366	13.657
0.64512	57.733	13.42
0.76005	1.6392	15.16
0.61452	2.9951	14.98
0.5817	4.2119	15.068
0.77297	5.5296	14.852
0.7559	7.0262	15.017
0.72002	8.4795	15.139
0.71831	9.91	15.102
0.74087	11.362	15.078
0.67436	12.762	15.018
0.71084	14.133	15.157
0.85635	15.657	14.907
0.77865	17.267	14.931
0.62251	18.549	14.414
0.62949	19.538	15.147
0.70417	20.833	14.863
0.71843	22.238	15.054
0.63646	23.941	14.921
0.68947	25.323	14.839
0.69044	26.913	14.796
0.55738	28.156	14.733
0.74293	29.599	14.762
0.6278	30.89	15.213
0.69485	32.207	15.29
0.67286	33.18	14.122
0.73986	34.571	14.361
0.61507	36.024	14.428
0.67478	37.309	14.539
0.67868	38.668	14.638
0.70533	40.043	14.609
0.58101	41.34	14.727
0.73616	42.661	14.593
0.57191	43.885	13.9
0.74512	45.196	14.001
0.61389	46.499	14.354
0.73802	47.815	14.639
0.61362	49.074	15.124
0.72124	50.404	15.114
0.62535	51.741	14.998
0.58158	52.929	15.197
0.69586	53.904	14.374
0.69371	55.268	14.587
0.69222	57.354	14.68
0.54989	0.52516	15.84
0.70166	2.0851	16.531
0.73326	3.5743	16.189
0.68767	4.9917	16.205
0.6202	6.2937	16.166
0.74161	7.6365	16.377
0.76799	9.137	16.46
0.73391	10.619	16.346
0.66306	11.998	16.323
0.66642	13.3	16.232
0.64413	15.01	16.241
0.81699	16.497	16.34
0.54544	17.834	16.112
0.61916	18.98	16.258
0.7851	20.378	16.265
0.6948	21.843	16.426
0.7133	23.206	16.1
0.73467	24.645	16.086
0.78632	26.145	16.039
0.67097	27.572	16.192
0.58625	28.713	15.727
0.73605	29.939	16.189
0.84454	31.444	16.624
0.5491	32.799	16.365
0.72689	33.618	15.439
0.75975	35.055	15.758
0.69795	36.503	15.65
0.71608	37.904	15.79
0.73183	39.351	15.867
0.60079	40.69	15.714
0.69385	41.974	15.833
0.68949	43.971	15.144
0.72193	45.334	15.448
0.73649	46.76	15.669
0.72567	48.147	16.058
0.69071	49.529	16.336
0.62204	50.831	16.387
0.73331	52.17	16.27
0.70574	53.588	16.296
0.67245	54.88	15.887
0.76406	56.275	15.614
0.69345	0.7785	17.052
0.67655	3.061	17.472
0.68041	4.4038	17.433
0.72693	5.802	17.407
0.75947	7.2209	17.812
0.72543	8.7021	17.875
0.63158	10.013	17.559
0.73635	11.392	17.577
0.70872	12.829	17.521
0.66127	14.157	17.209
0.72849	15.503	17.517
0.78804	16.967	17.867
0.61769	18.19	17.208
0.74858	19.502	17.518
0.81374	21.035	17.697
0.6827	22.499	17.699
0.80357	23.929	17.429
0.72345	25.439	17.357
0.67432	26.834	17.306
0.79894	28.713	17.109
0.74806	30.222	17.635
0.63776	31.526	18.103
0.62979	32.63	17.491
0.85519	34.041	17.015
0.64941	35.855	16.884
0.63572	37.132	16.89
0.74064	38.482	17.114
0.63	39.842	17.132
0.6747	41.115	16.892
0.59264	42.351	17.055
0.63734	43.242	16.234
0.58953	44.451	16.411
0.68934	45.844	16.753
0.69063	47.18	17.079
0.66618	48.627	17.342
0.66088	50.2	17.502
0.75762	51.604	17.632
0.67429	53.024	17.551
0.65373	54.34	17.418
0.67306	55.725	16.925
0.57704	57.019	16.707
0.7298	0.70078	18.656
0.65021	1.8202	17.88
0.78558	3.5384	18.813
0.76798	5.0811	18.705
0.80544	6.5172	19.337
0.66616	7.9499	19.024
0.77981	9.3705	19.252
0.59883	10.595	18.635
0.64577	11.813	18.879
0.58596	13.041	18.794
0.80747	14.442	18.619
0.68079	15.902	18.867
0.68007	17.477	19.23
0.65325	18.649	18.619
0.80281	20.059	18.961
0.77329	21.8	19.075
0.59634	23.139	18.799
0.68682	24.805	18.616
0.74863	26.233	18.582
0.68133	27.736	18.297
0.71751	29.1	18.565
0.70276	30.568	19.033
0.65459	32.704	18.733
0.62316	33.966	18.543
0.70085	35.195	18.055
0.59923	36.488	17.938
0.79512	37.767	18.468
0.71647	39.253	18.34
0.73127	40.673	18.202
0.76386	42.15	18.381
0.68684	43.429	17.717
0.69896	44.795	17.647
0.82434	46.191	18.218
0.72068	47.718	18.379
0.74709	49.293	18.567
0.75421	50.759	18.865
0.63747	52.36	18.802
0.84096	53.836	18.825
0.58054	55.35	18.104
0.76771	56.687	17.991
0.70648	0.94477	20.061
0.68951	2.1085	19.169
0.76472	3.8376	20.296
0.67127	5.2525	20.12
0.81552	6.4574	20.958
0.61218	7.6814	20.249
0.68485	8.9142	20.64
0.8133	10.761	20.026
0.71489	12.276	20.143
0.73993	13.694	19.944
0.65457	15.083	19.92
0.72779	16.437	20.16
0.67118	17.835	20.523
0.7659	19.238	20.28
0.86398	20.863	20.412
0.7007	22.834	20.113
0.58083	24.001	19.591
0.80044	25.313	20.003
0.68368	26.779	19.88
0.68628	28.099	19.604
0.74895	29.462	19.969
0.55793	30.715	20.274
0.77661	31.989	19.942
0.72589	33.522	19.816
0.77604	34.98	19.509
0.74203	36.47	19.261
0.61671	38.682	19.541
0.61287	39.91	19.487
0.69976	41.222	19.497
0.58276	42.724	19.586
0.79805	44.166	19.001
0.60523	45.49	19.457
0.76573	46.846	19.652
0.73479	48.335	19.683
0.66167	49.781	19.872
0.7009	51.701	19.964
0.66298	53.056	20.108
0.73703	54.435	20.48
0.68962	55.267	19.348
0.58116	56.523	19.316
0.70443	57.216	20.378
0.70223	0.70548	21.441
0.77865	2.3374	20.595
0.703	3.4979	21.712
0.6056	4.7336	21.292
0.58347	5.6052	22.05
0.67724	7.8273	21.514
0.55832	8.9823	21.877
0.68951	10.089	21.356
0.7735	11.535	21.409
0.56561	12.864	21.282
0.7102	14.135	21.302
0.64912	15.484	21.148
0.81893	16.864	21.633
0.7507	18.382	22.001
0.75356	19.839	21.663
0.63712	21.206	21.863
0.80175	22.614	21.594
0.77891	24.051	20.945
0.62325	25.369	21.416
0.78632	26.885	21.32
0.80285	28.465	21.158
0.70873	29.993	21.302
0.73437	31.428	21.335
0.78045	32.914	21.18
0.81083	34.47	21.009
0.77445	35.995	20.675
0.79958	37.536	20.372
0.70895	38.969	20.832
0.80219	40.471	20.777
0.72996	41.997	20.673
0.73858	43.703	20.458
0.69285	45.16	20.706
0.62795	46.451	20.975
0.6027	47.668	20.841
0.70952	48.97	20.956
0.77704	50.629	21.02
0.65656	52.035	21.272
0.71276	53.38	21.443
0.68079	55.847	20.58
0.72208	56.624	21.738
0.68524	0.68803	22.825
0.83233	2.037	22.156
0.70397	4.4967	22.699
0.60237	5.7125	23.206
0.72869	6.8243	22.478
0.69623	8.1973	22.835
0.58365	9.8349	22.615
0.62392	11.033	22.699
0.65909	12.319	22.597
0.63494	13.606	22.531
0.76965	15.008	22.472
0.7735	16.383	23.123
0.63004	17.773	23.235
0.63163	19.03	23.266
0.80338	20.449	23.086
0.64529	21.883	22.937
0.611	23.131	22.903
0.77567	24.425	22.445
0.8924	26.049	22.76
0.8495	27.775	22.673
0.69244	29.273	22.478
0.71369	30.665	22.543
0.70405	32.267	22.497
0.78524	33.765	22.484
0.78773	35.327	22.338
0.75385	36.81	21.935
0.70295	38.253	22.043
0.79495	39.74	22.181
0.72735	41.256	22.078
0.74493	42.707	21.937
0.81012	44.247	21.892
0.67902	45.715	22.038
0.6266	47.018	22.091
0.63737	48.282	22.097
0.74462	49.675	22.201
0.63656	51.245	22.285
0.66709	52.523	22.51
0.65477	53.905	22.694
0.8073	55.105	21.868
0.67105	56.341	23.093
0.68656	57.689	22.964
0.65278	0.66419	24.159
0.74711	1.975	23.718
0.56919	3.1884	22.941
0.57981	4.7963	23.946
0.66924	5.9546	24.432
0.72651	7.2276	23.861
0.66181	8.9053	23.986
0.7484	10.304	23.852
0.66529	11.728	23.776
0.65568	13.042	23.69
0.56436	14.245	23.54
0.77973	15.426	24.333
0.71768	16.929	24.48
0.72889	18.367	24.453
0.68755	19.775	24.409
0.66341	21.123	24.382
0.81074	22.578	24.203
0.68186	24.018	23.841
0.69061	25.345	24.158
0.79597	27.033	24.12
0.68035	28.496	24.126
0.76082	29.884	23.779
0.73061	31.501	23.693
0.71474	32.944	23.735
0.67178	34.628	23.651
0.71706	36.014	23.658
0.77074	37.439	23.298
0.62138	38.816	23.236
0.71518	39.724	24.197
0.60869	40.64	23.252
0.64764	42.005	23.231
0.7797	43.436	23.249
0.76619	44.973	23.278
0.62742	46.352	23.163
0.68163	47.646	23.236
0.58852	48.909	23.287
0.71182	50.486	23.383
0.61804	51.772	23.546
0.73529	53.073	23.793
0.69688	54.305	24.458
0.65773	55.044	23.331
0.70095	57.121	24.212
0.72334	0.82862	25.513
0.6515	2.2147	25.085
0.80076	3.4589	24.278
0.75858	4.8238	25.28
0.73404	7.0412	25.289
0.64189	8.4008	25.181
0.66983	9.7034	25.128
0.70339	11.162	25.012
0.62442	12.47	24.828
0.551	14.139	24.63
0.59292	14.778	25.576
0.76104	16.119	25.702
0.73447	17.611	25.742
0.72438	19.06	25.723
0.73503	20.501	25.627
0.67373	21.896	25.509
0.68622	23.555	25.321
0.59224	24.82	25.316
0.7439	26.142	25.34
0.63516	27.866	25.281
0.73021	29.418	25.189
0.66749	30.772	24.87
0.75	32.183	24.982
0.68897	33.87	24.778
0.69035	35.285	24.841
0.65657	36.683	24.851
0.55163	37.657	25.557
0.72406	38.318	24.48
0.59787	39.239	25.403
0.76485	41.155	24.516
0.72026	42.63	24.494
0.6864	44.182	24.494
0.65327	45.503	24.582
0.74711	46.868	24.426
0.71703	48.307	24.456
0.59012	49.572	24.255
0.73907	50.752	24.852
0.62538	52.105	24.741
0.67013	53.258	25.325
0.81097	54.839	25.852
0.76204	55.734	24.57
0.72394	57.679	25.504
0.72461	0.72481	26.944
0.73755	2.0454	26.455
0.77581	3.4112	25.846
0.7204	4.6033	26.735
0.72471	5.9542	26.237
0.58457	7.7863	26.347
0.69015	9.044	26.342
0.79443	10.508	26.341
0.81233	12.086	26.211
0.70963	13.486	25.68
0.67173	15.384	26.922
0.78716	16.853	27.052
0.72427	18.358	26.983
0.6317	19.846	26.826
0.74202	21.359	26.815
0.77951	22.851	26.595
0.69025	24.309	26.481
0.73075	25.701	26.724
0.72309	27.121	26.416
0.79782	28.635	26.488
0.5741	30	26.457
0.74397	31.278	26.159
0.67663	33.189	25.962
0.68614	34.532	25.973
0.80927	36.01	26.15
0.78205	37.427	26.857
0.77693	38.949	26.73
0.77793	40.376	26.154
0.85125	41.957	25.904
0.68623	43.443	25.631
0.74018	44.836	25.789
0.66396	46.231	25.678
0.60582	47.589	25.56
0.80004	49.296	25.593
0.63615	50.578	26.213
0.83083	52.037	26.19
0.77906	53.546	26.741
0.72176	55.658	27.134
0.69164	56.329	25.892
0.75342	57.331	26.924
0.73113	0.74075	28.366
0.59091	2.0044	28.01
0.80363	3.2471	27.404
0.64778	5.6683	27.568
0.67809	6.9466	27.276
0.7001	8.297	27.512
0.70969	9.6899	27.582
0.81648	11.39	27.679
0.64592	12.894	27.417
0.64955	14.071	26.885
0.8221	14.39	28.305
0.71352	15.903	28.198
0.68506	17.718	28.232
0.54489	19.259	27.857
0.7397	20.521	28.018
0.63949	22.245	27.871
0.69668	23.759	27.744
0.69047	25.11	27.999
0.63462	26.419	27.873
0.71673	27.749	27.701
0.74139	29.348	27.849
0.7125	30.754	27.498
0.74007	32.385	27.114
0.63777	33.744	27.146
0.63527	34.992	27.187
0.70186	36.207	27.646
0.73293	37.427	28.371
0.66393	38.798	28.153
0.77653	40.151	27.686
0.71541	41.599	27.417
0.85179	43.131	27.124
0.51341	44.479	26.99
0.7063	45.686	26.935
0.69538	47.066	26.742
0.56554	48.286	26.492
0.75373	49.432	27.122
0.8129	50.903	27.615
0.71517	52.411	27.683
0.7523	53.747	28.254
0.68857	55.163	28.45
0.79446	56.626	28.288
0.53073	0.78793	29.601
0.69945	1.9793	29.606
0.67207	3.07	28.851
0.83082	4.4946	28.446
0.8051	6.1027	28.935
0.60287	7.4201	28.463
0.63228	8.9224	28.681
0.64967	10.259	28.796
0.7041	11.54	29.182
0.74347	12.917	28.799
0.72447	13.993	29.786
0.74283	15.455	29.733
0.69208	16.803	29.251
0.72732	18.854	29.053
0.68828	20.209	29.402
0.72142	21.554	29.037
0.80541	23.064	29.057
0.5975	24.454	29.088
0.72935	25.777	29.248
0.67367	27.142	28.95
0.62144	28.419	28.839
0.73954	30.58	28.922
0.64236	31.81	28.345
0.70223	33.144	28.337
0.75738	34.587	28.51
0.70779	35.963	29.008
0.596	37.096	29.652
0.68615	38.367	29.424
0.77156	39.795	29.18
0.6387	41.122	28.705
0.72282	42.473	28.544
0.597	43.783	28.404
0.63233	44.976	28.07
0.74701	46.554	28.074
0.74914	48.067	27.783
0.72574	49.307	28.577
0.63001	50.585	29.01
0.58347	51.77	28.793
0.7111	52.845	29.508
0.79066	54.335	29.669
0.83511	55.951	29.751
0.70239	57.463	29.527
0.60765	0.60205	30.693
0.80796	2.0429	31.093
0.80708	3.435	30.285
0.59268	4.9826	29.766
0.68402	6.0795	30.406
0.73505	7.971	29.675
0.8058	9.4701	30.003
0.65962	10.894	30.367
0.84784	12.518	30.374
0.70862	13.831	31.192
0.75756	15.277	31.352
0.75596	16.618	30.675
0.67059	17.89	30.045
0.80921	19.269	30.556
0.68079	20.75	30.647
0.8118	22.206	30.416
0.61508	23.618	30.354
0.63381	24.849	30.239
0.78153	26.804	30.353
0.63878	28.187	30.076
0.66228	29.401	29.629
0.73941	30.57	30.389
0.77157	31.927	29.742
0.69782	33.634	29.641
0.62048	34.933	29.833
0.63039	36.073	30.32
0.65336	37.85	30.642
0.74151	39.242	30.682
0.657	40.597	30.343
0.71167	41.855	29.83
0.60052	43.155	29.663
0.65221	44.488	29.42
0.71585	45.84	29.333
0.79464	47.54	29.228
0.67968	48.846	29.884
0.7087	50.168	30.264
0.67446	51.516	30.014
0.75734	52.581	30.951
0.67755	53.996	31.083
0.64461	55.308	31.06
0.6216	56.901	30.854
0.78224	0.77833	32.039
0.66526	2.1092	32.554
0.81894	3.4358	31.949
0.79888	4.7961	31.128
0.81113	6.193	31.885
0.66441	7.3158	30.905
0.67253	8.6101	31.199
0.75615	10.005	31.454
0.79094	11.522	31.671
0.67165	12.879	32.175
0.60414	14.106	32.462
0.72042	16.526	32.141
0.84216	17.955	31.543
0.71246	18.875	32.773
0.7742	20.068	31.915
0.64826	21.544	31.712
0.62446	22.859	31.683
0.76249	24.234	31.575
0.70434	25.662	31.275
0.72916	27.792	31.492
0.69175	29.19	30.943
0.63275	30.268	31.709
0.6375	31.499	31.399
0.71985	32.907	30.85
0.60502	34.224	30.817
0.6401	35.351	31.359
0.76625	36.746	31.515
0.89415	38.293	32.112
0.60315	40.27	31.547
0.65917	41.504	31.288
0.66718	42.751	30.862
0.59786	43.956	30.537
0.63001	45.143	30.751
0.60267	46.336	30.54
0.80835	47.694	30.806
0.72764	49.144	31.247
0.75587	51.028	31.433
0.50435	52.087	32.102
0.72043	53.286	32.276
0.70909	54.711	32.261
0.74743	56.15	32.155
0.755	57.629	32.021
0.7211	0.71687	33.505
0.77768	2.127	33.973
0.79387	3.635	33.539
0.76738	5.0777	32.983
0.6977	6.49	33.359
0.74791	7.6755	32.261
0.68681	9.0593	32.523
0.73556	10.424	32.874
0.76248	11.876	33.181
0.72588	13.415	33.584
0.66636	15.312	32.769
