# Initial Height 1000 Length 180 Aspect Ratio 3
69995
0.70418	0.70418	0.89998
0.66742	2.0758	0.89998
0.68787	3.4311	0.89998
0.76158	4.8805	0.89998
0.67926	6.3214	0.89998
0.70133	7.702	0.89998
0.60455	9.0078	0.89998
0.60538	10.218	0.89998
0.74463	11.568	0.89998
0.81322	13.126	0.89998
0.75001	14.689	0.89998
0.75794	16.197	0.89998
0.78676	17.742	0.89998
0.59269	19.121	0.89998
0.7415	20.455	0.89998
0.62634	21.823	0.89998
0.65854	23.108	0.89998
0.66966	24.436	0.89998
0.59774	25.703	0.89998
0.67766	26.979	0.89998
0.77399	28.431	0.89998
0.70466	29.909	0.89998
0.65845	31.272	0.89998
0.75042	32.681	0.89998
0.72794	34.16	0.89998
0.7564	35.644	0.89998
0.695	37.095	0.89998
0.76404	38.554	0.89998
0.85507	40.173	0.89998
0.61517	41.644	0.89998
0.77765	43.036	0.89998
0.6929	44.507	0.89998
0.58895	45.789	0.89998
0.69942	47.077	0.89998
0.78563	48.562	0.89998
0.65715	50.005	0.89998
0.62987	51.292	0.89998
0.78365	52.706	0.89998
0.74225	54.231	0.89998
0.80774	55.781	0.89998
0.79142	57.381	0.89998
0.72081	58.893	0.89998
0.70913	60.323	0.89998
0.58192	61.614	0.89998
0.75353	62.949	0.89998
0.62849	64.331	0.89998
0.77805	65.738	0.89998
0.76008	67.276	0.89998
0.70573	68.742	0.89998
0.81695	70.264	0.89998
0.77378	71.855	0.89998
0.5802	73.209	0.89998
0.70198	74.491	0.89998
0.66532	75.859	0.89998
0.66396	77.188	0.89998
0.6284	78.48	0.89998
0.66904	79.778	0.89998
0.731	81.178	0.89998
0.69159	82.6	0.89998
0.77105	84.063	0.89998
0.89722	85.731	0.89998
0.72208	87.351	0.89998
0.76806	88.841	0.89998
0.64177	90.251	0.89998
0.79035	91.683	0.89998
0.76543	93.238	0.89998
0.66278	94.667	0.89998
0.71923	96.049	0.89998
0.67182	97.44	0.89998
0.55433	98.666	0.89998
0.79769	100.02	0.89998
0.77267	101.59	0.89998
0.619	102.98	0.89998
0.72204	104.32	0.89998
0.78412	105.83	0.89998
0.56107	107.17	0.89998
0.66507	108.4	0.89998
0.69915	109.76	0.89998
0.76342	111.23	0.89998
0.72986	112.72	0.89998
0.81775	114.27	0.89998
0.85816	115.94	0.89998
0.73911	117.54	0.89998
0.75102	119.03	0.89998
0.5717	120.35	0.89998
0.80973	121.73	0.89998
0.67844	123.22	0.89998
0.65707	124.56	0.89998
0.67366	125.89	0.89998
0.75206	127.31	0.89998
0.6526	128.72	0.89998
0.72651	130.1	0.89998
0.64359	131.47	0.89998
0.71786	132.83	0.89998
0.76843	134.32	0.89998
0.89962	135.98	0.89998
0.75318	137.64	0.89998
0.63655	139.03	0.89998
0.62217	140.28	0.89998
0.56402	141.47	0.89998
0.7582	142.79	0.89998
0.76594	144.32	0.89998
0.68637	145.77	0.89998
0.70268	147.16	0.89998
