# Initial Height 452 Length 280 Aspect Ratio 1.61
49997
0.82066	0.82066	0.89956
0.71105	2.3524	0.89956
0.58482	3.6483	0.89956
0.70603	4.9391	0.89956
0.71989	6.365	0.89956
0.85492	7.9398	0.89956
0.6504	9.4451	0.89956
0.66416	10.76	0.89956
0.6539	12.078	0.89956
0.74991	13.482	0.89956
0.72522	14.957	0.89956
0.66598	16.348	0.89956
0.64562	17.66	0.89956
0.82028	19.125	0.89956
0.62088	20.567	0.89956
0.82768	22.015	0.89956
0.55905	23.402	0.89956
0.81031	24.771	0.89956
0.77403	26.356	0.89956
0.8312	27.961	0.89956
0.72283	29.515	0.89956
0.7577	30.995	0.89956
0.65987	32.413	0.89956
0.77829	33.851	0.89956
0.70711	35.336	0.89956
0.62502	36.669	0.89956
0.6228	37.916	0.89956
0.79643	39.336	0.89956
0.82034	40.952	0.89956
0.72097	42.494	0.89956
0.71378	43.928	0.89956
0.63893	45.281	0.89956
0.6386	46.559	0.89956
0.72924	47.927	0.89956
0.5672	49.223	0.89956
0.71154	50.502	0.89956
0.69825	51.912	0.89956
0.58771	53.198	0.89956
0.50157	54.287	0.89956
0.77036	55.559	0.89956
0.71108	57.04	0.89956
0.74023	58.491	0.89956
0.68229	59.914	0.89956
0.70855	61.305	0.89956
0.68636	62.7	0.89956
0.69231	64.078	0.89956
0.72422	65.495	0.89956
0.70426	66.923	0.89956
0.68748	68.315	0.89956
0.61371	69.616	0.89956
0.70012	70.93	0.89956
0.67755	72.308	0.89956
0.72093	73.706	0.89956
0.80154	75.229	0.89956
0.68191	76.712	0.89956
0.7516	78.146	0.89956
0.73414	79.631	0.89956
0.68211	81.048	0.89956
0.7596	82.489	0.89956
0.66132	83.91	0.89956
0.66821	85.24	0.89956
0.7144	86.623	0.89956
0.73166	88.069	0.89956
0.68793	89.488	0.89956
0.81533	90.991	0.89956
0.77525	92.582	0.89956
0.76483	94.122	0.89956
0.61378	95.501	0.89956
0.72078	96.835	0.89956
0.65831	98.214	0.89956
0.67187	99.545	0.89956
0.69022	100.91	0.89956
0.72155	102.32	0.89956
0.79853	103.84	0.89956
0.72621	105.36	0.89956
0.76116	106.85	0.89956
0.68665	108.3	0.89956
0.68735	109.67	0.89956
0.63042	110.99	0.89956
0.78144	112.4	0.89956
0.58809	113.77	0.89956
0.70923	115.07	0.89956
0.73242	116.51	0.89956
0.57695	117.82	0.89956
0.78981	119.19	0.89956
0.68115	120.66	0.89956
0.73998	122.08	0.89956
0.6309	123.45	0.89956
0.68035	124.76	0.89956
0.61804	126.06	0.89956
0.79403	127.47	0.89956
0.69278	128.96	0.89956
0.72456	130.38	0.89956
0.6988	131.8	0.89956
0.70456	133.2	0.89956
0.76192	134.67	0.89956
0.72434	136.15	0.89956
